message_id,token_idx,token,pos,tag_,dep,lemma,is_ent,bio_tag
KG_00040,5,industrial,ADJ,JJ,amod,industrial,0,O
KG_00040,6,area,NOUN,NN,pobj,area,0,B-LOC
KG_00040,7,",",PUNCT,",",punct,",",0,O
KG_00040,8,injured,VERB,VBN,amod,injure,0,O
KG_00040,9,people,NOUN,NNS,nsubj,people,0,O
KG_00040,10,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00040,11,ambulance,NOUN,NN,dobj,ambulance,0,I-ACT
KG_00041,0,Cyclone,NOUN,NN,nsubj,cyclone,0,O
KG_00041,1,approaching,VERB,VBG,csubj,approach,0,O
KG_00041,2,Kutch,PROPN,NNP,nmod,kutch,1,B-LOC
KG_00041,3,coast,NOUN,NN,compound,coast,0,I-LOC
KG_00041,4,Gujarat,PROPN,NNP,dobj,gujarat,1,B-LOC
KG_00041,5,",",PUNCT,",",punct,",",0,O
KG_00041,6,fishing,NOUN,NN,compound,fishing,0,O
KG_00041,7,villages,NOUN,NNS,nsubj,village,0,B-LOC
KG_00041,8,need,VERB,VBP,ROOT,need,0,O
KG_00041,9,evacuation,NOUN,NN,dobj,evacuation,0,O
KG_00042,0,Storm,NOUN,NN,nsubj,storm,0,O
KG_00042,1,surge,NOUN,NN,nsubj,surge,0,O
KG_00042,2,in,ADP,IN,prep,in,0,O
KG_00042,3,Puri,PROPN,NNP,compound,puri,1,B-LOC
KG_00042,4,Odisha,PROPN,NNP,pobj,odisha,1,I-LOC
KG_00042,5,",",PUNCT,",",punct,",",0,O
KG_00042,6,coastal,ADJ,JJ,amod,coastal,0,O
KG_00042,7,homes,NOUN,NNS,nsubj,home,0,O
KG_00042,8,flooded,VERB,VBD,parataxis,flood,0,O
KG_00042,9,",",PUNCT,",",punct,",",0,O
KG_00042,10,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00042,11,rescue,NOUN,NN,compound,rescue,0,B-ACT
KG_00042,12,boats,NOUN,NNS,dobj,boat,0,I-ACT
KG_00043,0,Hurricane,NOUN,NN,compound,hurricane,0,O
KG_00043,1,warning,NOUN,NN,ROOT,warning,0,O
KG_00043,2,for,ADP,IN,prep,for,0,O
KG_00043,3,Miami,PROPN,NNP,compound,miami,1,B-LOC
KG_00043,4,Beach,PROPN,NNP,compound,beach,1,I-LOC
KG_00043,5,area,NOUN,NN,pobj,area,0,I-LOC
KG_00043,6,",",PUNCT,",",punct,",",0,O
KG_00043,7,supply,NOUN,NN,compound,supply,0,B-ACT
KG_00043,8,emergency,NOUN,NN,compound,emergency,0,B-ACT
KG_00043,9,shelters,NOUN,NNS,dobj,shelter,0,I-ACT
KG_00043,10,now,ADV,RB,advmod,now,0,I-ACT
KG_00044,0,Super,ADJ,JJ,compound,super,0,O
KG_00044,1,cyclone,NOUN,NN,nsubj,cyclone,0,O
KG_00044,2,near,ADP,IN,prep,near,0,O
KG_00044,3,Kakinada,PROPN,NNP,compound,kakinada,1,B-LOC
KG_00044,4,Andhra,PROPN,NNP,compound,andhra,1,I-LOC
KG_00044,5,coast,NOUN,NN,pobj,coast,0,I-LOC
KG_00044,6,",",PUNCT,",",punct,",",0,O
KG_00044,7,send,VERB,VBP,ROOT,send,0,B-ACT
KG_00044,8,navy,PROPN,NNP,dobj,navy,1,B-LOC
KG_00044,9,for,ADP,IN,prep,for,0,O
KG_00044,10,evacuation,NOUN,NN,pobj,evacuation,0,O
KG_00045,0,Tauktae,PROPN,NNP,compound,tauktae,0,O
KG_00045,1,cyclone,NOUN,NN,nsubj,cyclone,0,O
KG_00045,2,hit,VERB,VBD,ROOT,hit,0,O
KG_00045,3,Raigad,PROPN,NNP,compound,raigad,1,B-LOC
KG_00045,4,district,NOUN,NN,dobj,district,0,I-LOC
KG_00045,5,",",PUNCT,",",punct,",",0,O
KG_00045,6,roads,NOUN,NNS,nsubj,road,0,B-LOC
KG_00045,7,blocked,VERB,VBD,parataxis,block,0,I-LOC
KG_00045,8,",",PUNCT,",",punct,",",0,O
KG_00045,9,send,VERB,VB,dep,send,0,B-ACT
KG_00045,10,bulldozers,NOUN,NNS,dobj,bulldozer,0,I-ACT
KG_00046,0,Typhoon,PROPN,NNP,nsubj,typhoon,0,O
KG_00046,1,approaching,VERB,VBG,ROOT,approach,0,O
KG_00046,2,Manila,PROPN,NNP,compound,manila,1,B-LOC
KG_00046,3,Bay,PROPN,NNP,dobj,bay,1,I-LOC
KG_00046,4,",",PUNCT,",",punct,",",0,O
KG_00046,5,immediate,ADJ,JJ,amod,immediate,0,O
KG_00046,6,evacuation,NOUN,NN,dep,evacuation,0,O
KG_00046,7,of,ADP,IN,prep,of,0,O
KG_00046,8,coastal,ADJ,JJ,amod,coastal,0,O
KG_00046,9,areas,NOUN,NNS,pobj,area,0,B-LOC
KG_00047,0,Storm,NOUN,NN,nsubj,storm,0,O
KG_00047,1,destroyed,VERB,VBD,ROOT,destroy,0,O
KG_00047,2,homes,NOUN,NNS,dobj,home,0,O
KG_00047,3,near,ADP,IN,prep,near,0,O
KG_00047,4,Cox,PROPN,NNP,compound,cox,1,B-LOC
KG_00047,5,Bazar,PROPN,NNP,pobj,bazar,1,I-LOC
KG_00047,6,",",PUNCT,",",punct,",",0,O
KG_00047,7,send,VERB,VBP,conj,send,0,B-ACT
KG_00047,8,food,NOUN,NN,nmod,food,0,O
KG_00047,9,and,CCONJ,CC,cc,and,0,O
KG_00047,10,tarpaulin,NOUN,NN,conj,tarpaulin,0,O
KG_00047,11,sheets,NOUN,NNS,dobj,sheet,0,O
KG_00048,0,Cyclone,NOUN,NN,nsubj,cyclone,0,O
KG_00048,1,hit,VERB,VBD,ccomp,hit,0,O
KG_00048,2,Paradip,PROPN,NNP,compound,paradip,0,O
KG_00048,3,port,NOUN,NN,compound,port,0,O
KG_00048,4,area,NOUN,NN,dobj,area,0,O
KG_00048,5,",",PUNCT,",",punct,",",0,O
KG_00048,6,fishermen,NOUN,NNS,nsubj,fisherman,0,O
KG_00048,7,missing,VERB,VBG,acl,miss,0,O
KG_00048,8,at,ADP,IN,prep,at,0,O
KG_00048,9,sea,NOUN,NN,pobj,sea,0,B-LOC
KG_00048,10,",",PUNCT,",",punct,",",0,O
KG_00048,11,need,VERB,VBP,ROOT,need,1,B-LOC
KG_00048,12,coast,NOUN,NN,compound,coast,1,I-LOC
KG_00048,13,guard,NOUN,NN,dobj,guard,1,I-LOC
KG_00049,0,Tornado,PROPN,NNP,compound,tornado,0,O
KG_00049,1,damage,NOUN,NN,nsubj,damage,0,O
KG_00049,2,at,ADP,IN,prep,at,0,O
KG_00049,3,Joplin,PROPN,NNP,compound,joplin,0,B-LOC
KG_00049,4,Missouri,PROPN,NNP,pobj,missouri,0,I-LOC
KG_00049,5,",",PUNCT,",",punct,",",0,O
KG_00049,6,survivors,NOUN,NNS,nsubj,survivor,0,O
KG_00049,7,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00049,8,medical,ADJ,JJ,amod,medical,0,I-ACT
KG_00049,9,aid,NOUN,NN,dobj,aid,0,I-ACT
KG_00049,10,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00050,0,Wind,NOUN,NN,nsubj,wind,0,O
KG_00050,1,speeds,VERB,VBZ,ccomp,speed,0,O
KG_00050,2,180kmph,PROPN,NNP,dobj,180kmph,0,O
KG_00050,3,near,ADP,IN,prep,near,0,O
KG_00050,4,Vizag,PROPN,NNP,compound,vizag,0,B-LOC
KG_00050,5,coast,NOUN,NN,pobj,coast,0,I-LOC
KG_00050,6,",",PUNCT,",",punct,",",0,O
KG_00050,7,require,VERB,VBP,ROOT,require,0,B-ACT
KG_00050,8,rescue,NOUN,NN,compound,rescue,0,B-ACT
KG_00050,9,operations,NOUN,NNS,dobj,operation,0,I-ACT
KG_00050,10,now,ADV,RB,advmod,now,0,I-ACT
KG_00051,0,Landslide,PROPN,NNP,nsubj,landslide,0,O
KG_00051,1,blocked,VERB,VBD,ccomp,block,0,O
KG_00051,2,NH-44,NUM,CD,dobj,nh-44,0,O
KG_00051,3,near,ADP,IN,prep,near,0,O
KG_00051,4,Ramban,PROPN,NNP,pobj,ramban,1,B-LOC
KG_00051,5,",",PUNCT,",",punct,",",0,O
KG_00051,6,200,NUM,CD,nummod,200,0,O
KG_00051,7,vehicles,NOUN,NNS,nsubj,vehicle,0,O
KG_00051,8,stranded,VERB,VBN,acl,strand,0,O
KG_00051,9,",",PUNCT,",",punct,",",0,O
KG_00051,10,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00051,11,JCBs,NOUN,NNS,dobj,jcb,0,I-ACT
KG_00052,0,Mudslide,PROPN,NNP,nsubj,mudslide,0,O
KG_00052,1,near,ADP,IN,prep,near,0,O
KG_00052,2,Wayanad,PROPN,NNP,compound,wayanad,1,B-LOC
KG_00052,3,district,NOUN,NN,compound,district,0,I-LOC
KG_00052,4,Kerala,PROPN,NNP,pobj,kerala,1,B-LOC
KG_00052,5,",",PUNCT,",",punct,",",0,O
KG_00052,6,villages,NOUN,NNS,nsubj,village,0,B-LOC
KG_00052,7,cut,VERB,VBD,ROOT,cut,0,O
KG_00052,8,off,ADP,RP,prt,off,0,O
KG_00052,9,",",PUNCT,",",punct,",",0,O
KG_00052,10,send,VERB,VB,conj,send,0,B-ACT
KG_00052,11,helicopter,NOUN,NN,dobj,helicopter,0,I-ACT
KG_00053,0,Landslide,NOUN,NN,advcl,landslide,0,O
KG_00053,1,in,ADP,IN,prep,in,0,O
KG_00053,2,Darjeeling,VERB,VBG,pcomp,darjeele,1,B-LOC
KG_00053,3,hills,NOUN,NNS,compound,hill,1,I-LOC
KG_00053,4,area,NOUN,NN,dobj,area,0,I-LOC
KG_00053,5,",",PUNCT,",",punct,",",0,O
KG_00053,6,houses,NOUN,NNS,nsubj,house,0,O
KG_00053,7,buried,VERB,VBN,acl,bury,0,O
KG_00053,8,",",PUNCT,",",punct,",",0,O
KG_00053,9,NDRF,PROPN,NNP,nsubj,ndrf,1,B-LOC
KG_00053,10,needed,VERB,VBD,ROOT,need,0,O
KG_00053,11,now,ADV,RB,advmod,now,0,O
KG_00054,0,Road,PROPN,NNP,nsubj,road,0,B-LOC
KG_00054,1,blocked,VERB,VBN,acl,block,0,I-LOC
KG_00054,2,by,ADP,IN,agent,by,0,O
KG_00054,3,rockfall,PROPN,NNP,pobj,rockfall,0,B-LOC
KG_00054,4,near,ADP,IN,prep,near,0,O
KG_00054,5,Manali,PROPN,NNP,compound,manali,1,B-LOC
KG_00054,6,Leh,PROPN,NNP,compound,leh,1,I-LOC
KG_00054,7,highway,NOUN,NN,pobj,highway,0,I-LOC
KG_00054,8,",",PUNCT,",",punct,",",0,O
KG_00054,9,50,NUM,CD,nummod,50,0,O
KG_00054,10,tourists,NOUN,NNS,nsubj,tourist,0,O
KG_00054,11,stuck,VERB,VBD,ROOT,stick,0,O
KG_00055,0,Massive,ADJ,JJ,amod,massive,0,O
KG_00055,1,landslide,NOUN,NN,ROOT,landslide,0,O
KG_00055,2,near,ADP,IN,prep,near,0,O
KG_00055,3,Aizawl,PROPN,NNP,compound,aizawl,1,B-LOC
KG_00055,4,Mizoram,PROPN,NNP,pobj,mizoram,1,I-LOC
KG_00055,5,",",PUNCT,",",punct,",",0,O
KG_00055,6,supply,NOUN,NN,compound,supply,0,B-ACT
KG_00055,7,food,NOUN,NN,appos,food,0,O
KG_00055,8,and,CCONJ,CC,cc,and,0,O
KG_00055,9,water,NOUN,NN,conj,water,0,O
KG_00055,10,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00056,0,Debris,NOUN,NN,compound,debris,0,O
KG_00056,1,flow,VERB,VBP,ccomp,flow,0,O
KG_00056,2,near,ADP,IN,prep,near,0,O
KG_00056,3,Mahad,PROPN,NNP,compound,mahad,1,B-LOC
KG_00056,4,Maharashtra,PROPN,NNP,pobj,maharashtra,1,I-LOC
KG_00056,5,",",PUNCT,",",punct,",",0,O
KG_00056,6,two,NUM,CD,nummod,two,0,O
KG_00056,7,buses,NOUN,NNS,nsubj,bus,0,O
KG_00056,8,swept,VERB,VBD,ccomp,sweep,0,O
KG_00056,9,away,ADV,RB,advmod,away,0,O
KG_00056,10,",",PUNCT,",",punct,",",0,O
KG_00056,11,rescue,NOUN,NN,nsubj,rescue,0,B-ACT
KG_00056,12,needed,VERB,VBD,ROOT,need,0,B-ACT
KG_00057,0,Landslide,NOUN,NN,nsubj,landslide,0,O
KG_00057,1,at,ADP,IN,prep,at,0,O
KG_00057,2,Idukki,PROPN,NNP,compound,idukki,1,B-LOC
KG_00057,3,dam,NOUN,NN,compound,dam,0,I-LOC
KG_00057,4,area,NOUN,NN,pobj,area,0,I-LOC
KG_00057,5,",",PUNCT,",",punct,",",0,O
KG_00057,6,evacuate,VERB,VBP,ROOT,evacuate,0,B-ACT
KG_00057,7,downstream,ADJ,JJ,amod,downstream,0,I-ACT
KG_00057,8,villages,NOUN,NNS,dobj,village,0,I-ACT
KG_00057,9,immediately,ADV,RB,advmod,immediately,0,I-ACT
KG_00058,0,Road,NOUN,NN,advcl,road,0,O
KG_00058,1,to,ADP,IN,prep,to,0,O
KG_00058,2,Badami,PROPN,NNP,compound,badami,1,B-LOC
KG_00058,3,caves,NOUN,NNS,pobj,cave,0,I-LOC
KG_00058,4,blocked,VERB,VBN,acl,block,0,I-LOC
KG_00058,5,by,ADP,IN,agent,by,0,O
KG_00058,6,landslide,NOUN,NN,pobj,landslide,0,B-LOC
KG_00058,7,",",PUNCT,",",punct,",",0,O
KG_00058,8,tourists,NOUN,NNS,nsubj,tourist,0,O
KG_00058,9,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00058,10,rescue,NOUN,NN,dobj,rescue,0,B-ACT
KG_00059,0,Patient,NOUN,NN,nsubj,patient,0,O
KG_00059,1,having,VERB,VBG,acl,have,0,O
KG_00059,2,heart,NOUN,NN,compound,heart,0,O
KG_00059,3,attack,NOUN,NN,dobj,attack,0,O
KG_00059,4,near,ADP,IN,prep,near,0,O
KG_00059,5,Karol,PROPN,NNP,compound,karol,1,B-LOC
KG_00059,6,Bagh,PROPN,NNP,compound,bagh,1,I-LOC
KG_00059,7,metro,PROPN,NNP,pobj,metro,0,I-LOC
KG_00059,8,",",PUNCT,",",punct,",",0,O
KG_00059,9,send,VERB,VB,ROOT,send,0,B-ACT
KG_00059,10,ambulance,NOUN,NN,dobj,ambulance,0,I-ACT
KG_00059,11,now,ADV,RB,advmod,now,0,I-ACT
KG_00060,0,Multiple,ADJ,JJ,amod,multiple,0,O
KG_00060,1,casualties,NOUN,NNS,nsubj,casualty,0,O
KG_00060,2,at,ADP,IN,prep,at,0,O
KG_00060,3,NH-8,X,ADD,det,nh-8,0,O
KG_00060,4,Gurgaon,PROPN,NNP,compound,gurgaon,1,B-LOC
KG_00060,5,accident,NOUN,NN,pobj,accident,0,I-LOC
KG_00060,6,",",PUNCT,",",punct,",",0,O
KG_00060,7,need,VERB,VB,ROOT,need,0,B-ACT
KG_00060,8,trauma,NOUN,NN,compound,trauma,0,I-ACT
KG_00060,9,units,NOUN,NNS,dobj,unit,0,I-ACT
KG_00060,10,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00061,0,Child,NOUN,NN,nsubj,child,0,O
KG_00061,1,trapped,VERB,VBN,acl,trap,0,O
KG_00061,2,in,ADP,IN,prep,in,0,O
KG_00061,3,borewell,NOUN,NN,pobj,borewell,0,B-LOC
KG_00061,4,near,ADP,IN,prep,near,0,O
KG_00061,5,Hisar,PROPN,NNP,compound,hisar,1,B-LOC
KG_00061,6,Haryana,PROPN,NNP,pobj,haryana,1,I-LOC
KG_00061,7,",",PUNCT,",",punct,",",0,O
KG_00061,8,NDRF,PROPN,NNP,nsubj,ndrf,1,B-LOC
KG_00061,9,needed,VERB,VBD,ROOT,need,0,O
KG_00061,10,immediately,ADV,RB,advmod,immediately,0,O
KG_00062,0,Heatwave,PROPN,NNP,compound,heatwave,0,O
KG_00062,1,casualties,NOUN,NNS,nsubj,casualty,0,O
KG_00062,2,at,ADP,IN,prep,at,0,O
KG_00062,3,Churu,PROPN,NNP,compound,churu,0,B-LOC
KG_00062,4,Rajasthan,PROPN,NNP,pobj,rajasthan,0,I-LOC
KG_00062,5,",",PUNCT,",",punct,",",0,O
KG_00062,6,set,VERB,VBD,ROOT,set,0,O
KG_00062,7,up,ADP,RP,prt,up,0,O
KG_00062,8,medical,ADJ,JJ,amod,medical,0,O
KG_00062,9,camps,NOUN,NNS,dobj,camp,0,O
KG_00062,10,now,ADV,RB,advmod,now,0,O
KG_00063,0,Cholera,PROPN,NNP,nsubj,cholera,1,B-LOC
KG_00063,1,outbreak,VERB,VBP,ccomp,outbreak,0,O
KG_00063,2,in,ADP,IN,prep,in,0,O
KG_00063,3,relief,NOUN,NN,compound,relief,0,B-LOC
KG_00063,4,camp,NOUN,NN,pobj,camp,0,I-LOC
KG_00063,5,near,ADP,IN,prep,near,0,O
KG_00063,6,Muzaffarpur,PROPN,NNP,pobj,muzaffarpur,1,B-LOC
KG_00063,7,",",PUNCT,",",punct,",",0,O
KG_00063,8,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00063,9,medical,ADJ,JJ,amod,medical,0,I-ACT
KG_00063,10,teams,NOUN,NNS,dobj,team,0,I-ACT
KG_00064,0,Snake,NOUN,NN,compound,snake,0,O
KG_00064,1,bite,NOUN,NN,compound,bite,0,O
KG_00064,2,victim,NOUN,NN,nsubj,victim,0,O
KG_00064,3,in,ADP,IN,prep,in,0,O
KG_00064,4,remote,ADJ,JJ,amod,remote,0,B-LOC
KG_00064,5,village,NOUN,NN,pobj,village,0,I-LOC
KG_00064,6,near,ADP,IN,prep,near,0,O
KG_00064,7,Bastar,PROPN,NNP,pobj,bastar,1,B-LOC
KG_00064,8,",",PUNCT,",",punct,",",0,O
KG_00064,9,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00064,10,antivenom,NOUN,NN,dobj,antivenom,0,I-ACT
KG_00064,11,urgently,ADV,RB,advmod,urgently,0,B-ACT
KG_00065,0,Bus,NOUN,NN,compound,bus,0,O
KG_00065,1,accident,NOUN,NN,nsubj,accident,0,O
KG_00065,2,near,ADP,IN,prep,near,0,O
KG_00065,3,Manali,PROPN,NNP,compound,manali,1,B-LOC
KG_00065,4,hill,PROPN,NNP,compound,hill,1,I-LOC
KG_00065,5,road,NOUN,NN,pobj,road,0,I-LOC
KG_00065,6,",",PUNCT,",",punct,",",0,O
KG_00065,7,15,NUM,CD,nsubj,15,0,O
KG_00065,8,injured,VERB,VBN,ROOT,injure,0,O
KG_00065,9,",",PUNCT,",",punct,",",0,O
KG_00065,10,hospital,NOUN,NN,conj,hospital,0,O
KG_00065,11,50,NUM,CD,nummod,50,0,O
KG_00065,12,km,NOUN,NNS,npadvmod,km,0,O
KG_00065,13,away,ADV,RB,advmod,away,0,O
KG_00066,0,Train,NOUN,NN,compound,train,0,O
KG_00066,1,derailment,NOUN,NN,nsubjpass,derailment,0,O
KG_00066,2,near,ADP,IN,prep,near,0,O
KG_00066,3,Balasore,PROPN,NNP,compound,balasore,1,B-LOC
KG_00066,4,Odisha,PROPN,NNP,pobj,odisha,1,B-LOC
KG_00066,5,",",PUNCT,",",punct,",",0,O
KG_00066,6,hundreds,NOUN,NNS,nsubj,hundred,0,O
KG_00066,7,injured,VERB,VBN,amod,injure,0,O
KG_00066,8,",",PUNCT,",",punct,",",0,O
KG_00066,9,blood,NOUN,NN,nsubj,blood,0,O
KG_00066,10,needed,VERB,VBD,ROOT,need,0,B-ACT
KG_00067,0,Gas,NOUN,NN,compound,gas,0,O
KG_00067,1,leak,NOUN,NN,dep,leak,0,O
KG_00067,2,at,ADP,IN,prep,at,0,O
KG_00067,3,BHEL,PROPN,NNP,compound,bhel,1,B-LOC
KG_00067,4,Haridwar,PROPN,NNP,compound,haridwar,1,I-LOC
KG_00067,5,plant,NOUN,NN,pobj,plant,0,I-LOC
KG_00067,6,",",PUNCT,",",punct,",",0,O
KG_00067,7,20,NUM,CD,nummod,20,0,O
KG_00067,8,workers,NOUN,NNS,nsubj,worker,0,O
KG_00067,9,unconscious,ADJ,JJ,ROOT,unconscious,0,O
KG_00067,10,",",PUNCT,",",punct,",",0,O
KG_00067,11,need,VERB,VBP,conj,need,0,B-ACT
KG_00067,12,oxygen,NOUN,NN,dobj,oxygen,0,I-ACT
KG_00068,0,Stampede,NOUN,NN,nsubj,stampede,0,O
KG_00068,1,at,ADP,IN,prep,at,0,O
KG_00068,2,Kumbh,PROPN,NNP,compound,kumbh,0,B-LOC
KG_00068,3,Mela,PROPN,NNP,compound,mela,0,I-LOC
KG_00068,4,Prayagraj,PROPN,NNP,pobj,prayagraj,0,I-LOC
KG_00068,5,",",PUNCT,",",punct,",",0,O
KG_00068,6,many,ADJ,JJ,amod,many,0,O
KG_00068,7,injured,VERB,VBN,acl,injure,0,O
KG_00068,8,near,ADP,IN,prep,near,0,O
KG_00068,9,Sangam,PROPN,NNP,pobj,sangam,1,B-LOC
KG_00068,10,ghat,NOUN,NN,ROOT,ghat,0,I-LOC
KG_00069,0,Dengue,PROPN,NNP,compound,dengue,0,O
KG_00069,1,outbreak,NOUN,NN,ROOT,outbreak,0,O
KG_00069,2,near,ADP,IN,prep,near,0,O
KG_00069,3,Loni,PROPN,NNP,compound,loni,1,B-LOC
KG_00069,4,border,NOUN,NN,compound,border,0,I-LOC
KG_00069,5,area,NOUN,NN,pobj,area,0,I-LOC
KG_00069,6,",",PUNCT,",",punct,",",0,O
KG_00069,7,supply,NOUN,NN,compound,supply,0,B-ACT
KG_00069,8,medicines,NOUN,NNS,conj,medicine,0,O
KG_00069,9,and,CCONJ,CC,cc,and,0,O
KG_00069,10,mosquito,ADJ,JJ,amod,mosquito,0,O
KG_00069,11,nets,NOUN,NNS,conj,net,0,O
KG_00070,0,Accident,NOUN,NN,nsubj,accident,0,O
KG_00070,1,at,ADP,IN,prep,at,0,O
KG_00070,2,Yamuna,PROPN,NNP,compound,yamuna,1,B-LOC
KG_00070,3,Expressway,PROPN,NNP,pobj,expressway,1,I-LOC
KG_00070,4,near,ADP,IN,prep,near,0,O
KG_00070,5,Greater,PROPN,NNP,compound,greater,1,B-LOC
KG_00070,6,Noida,PROPN,NNP,pobj,noida,1,I-LOC
KG_00070,7,",",PUNCT,",",punct,",",0,O
KG_00070,8,need,VERB,VBP,ROOT,need,0,B-ACT
KG_00070,9,ambulance,NOUN,NN,dobj,ambulance,0,I-ACT
KG_00070,10,now,ADV,RB,advmod,now,0,I-ACT
HI_0001,0,Bahut,PROPN,NNP,compound,bahut,0,O
HI_0001,1,tez,NOUN,NN,nsubj,tez,0,O
HI_0001,2,barish,PROPN,NNP,compound,barish,0,O
HI_0001,3,ho,PROPN,NNP,compound,ho,0,O
HI_0001,4,rahi,PROPN,NNP,compound,rahi,0,O
HI_0001,5,hai,PROPN,NNP,compound,hai,1,B-LOC
HI_0001,6,Yamuna,PROPN,NNP,compound,yamuna,1,I-LOC
HI_0001,7,bridge,PROPN,NNP,compound,bridge,0,I-LOC
HI_0001,8,ke,PROPN,NNP,compound,ke,0,I-LOC
HI_0001,9,paas,PROPN,NNP,compound,paas,0,I-LOC
HI_0001,10,paani,PROPN,NNP,compound,paani,0,I-LOC
HI_0001,11,aa,PROPN,NNP,compound,aa,0,I-LOC
HI_0001,12,gaya,PROPN,NNP,compound,gaya,0,I-LOC
HI_0001,13,help,NOUN,NN,appos,help,0,I-LOC
HI_0001,14,chahiye,VERB,VB,ROOT,chahiye,0,O
HI_0002,0,Flood,NOUN,NN,nsubj,flood,0,O
HI_0002,1,in,ADP,IN,prep,in,0,O
HI_0002,2,Sector,PROPN,NNP,pobj,sector,0,B-LOC
HI_0002,3,12,NUM,CD,nummod,12,0,I-LOC
HI_0002,4,Noida,PROPN,NNP,appos,noida,0,I-LOC
HI_0002,5,please,INTJ,UH,intj,please,0,O
HI_0002,6,send,VERB,VB,ROOT,send,0,B-ACT
HI_0002,7,boats,NOUN,NNS,dobj,boat,0,I-ACT
HI_0002,8,urgently,ADV,RB,advmod,urgently,0,B-ACT
HI_0002,9,log,VERB,VBP,conj,log,0,O
HI_0002,10,fase,NOUN,NN,compound,fase,0,O
HI_0002,11,mein,PROPN,NNP,compound,mein,0,O
HI_0002,12,atke,PROPN,NNP,compound,atke,0,O
HI_0002,13,hain,NOUN,NN,dobj,hain,0,O
HI_0003,0,SOS,PROPN,NNP,compound,sos,0,B-ACT
HI_0003,1,Gandhi,PROPN,NNP,compound,gandhi,0,I-ACT
HI_0003,2,Nagar,PROPN,NNP,compound,nagar,0,I-ACT
HI_0003,3,mein,NOUN,NN,compound,mein,0,I-ACT
HI_0003,4,ghar,PROPN,NNP,compound,ghar,0,I-ACT
HI_0003,5,ke,PROPN,NNP,compound,ke,0,I-ACT
HI_0003,6,andar,PROPN,NNP,compound,andar,0,I-ACT
HI_0003,7,paani,PROPN,NNP,compound,paani,0,I-ACT
HI_0003,8,aa,PROPN,NNP,compound,aa,0,I-ACT
HI_0003,9,gaya,PROPN,NNP,compound,gaya,0,I-ACT
HI_0003,10,rescue,NOUN,NN,compound,rescue,0,B-ACT
HI_0003,11,team,NOUN,NN,ROOT,team,0,O
HI_0003,12,bhejo,ADJ,JJ,amod,bhejo,0,O
HI_0003,13,please,INTJ,UH,intj,please,0,O
HI_0004,0,Yamuna,PROPN,NNP,compound,yamuna,1,B-LOC
HI_0004,1,overflowing,NOUN,NN,nsubj,overflowing,0,O
HI_0004,2,near,ADP,IN,prep,near,0,O
HI_0004,3,Kalindi,PROPN,NNP,compound,kalindi,0,B-LOC
HI_0004,4,Kunj,PROPN,NNP,pobj,kunj,0,I-LOC
HI_0004,5,need,VERB,VBP,ROOT,need,0,O
HI_0004,6,immediate,ADJ,JJ,amod,immediate,0,O
HI_0004,7,evacuation,NOUN,NN,dobj,evacuation,0,O
HI_0004,8,DelhiFloods,PROPN,NNP,npadvmod,delhifloods,1,B-LOC
HI_0005,0,Chambal,ADJ,JJ,amod,chambal,0,O
HI_0005,1,river,NOUN,NN,compound,river,0,O
HI_0005,2,flooding,VERB,VBG,nsubj,flood,0,O
HI_0005,3,Morena,PROPN,NNP,compound,morena,1,B-LOC
HI_0005,4,district,NOUN,NN,compound,district,0,I-LOC
HI_0005,5,villages,NOUN,NNS,nsubj,village,0,I-LOC
HI_0005,6,near,ADP,IN,prep,near,0,O
HI_0005,7,Joura,PROPN,NNP,pobj,joura,1,B-LOC
HI_0005,8,cut,VERB,VBD,ROOT,cut,0,O
HI_0005,9,off,ADP,RP,prt,off,0,O
HI_0005,10,need,NOUN,NN,compound,need,0,B-LOC
HI_0005,11,army,NOUN,NN,dobj,army,0,O
HI_0006,0,Barish,ADJ,JJ,amod,barish,0,O
HI_0006,1,ne,NOUN,NN,compound,ne,0,O
HI_0006,2,rasta,NOUN,NN,compound,rasta,0,O
HI_0006,3,band,NOUN,NN,nsubj,band,0,O
HI_0006,4,kar,PROPN,NNP,compound,kar,1,B-LOC
HI_0006,5,diya,PROPN,NNP,compound,diya,1,I-LOC
HI_0006,6,ambulance,PROPN,NNP,compound,ambulance,0,I-LOC
HI_0006,7,nahi,PROPN,NNP,compound,nahi,0,I-LOC
HI_0006,8,aa,PROPN,NNP,nmod,aa,0,I-LOC
HI_0006,9,sakti,PROPN,NNP,nmod,sakti,0,I-LOC
HI_0006,10,medical,ADJ,JJ,amod,medical,0,O
HI_0006,11,help,NOUN,NN,appos,help,0,B-ACT
HI_0006,12,needed,VERB,VBD,ROOT,need,0,B-ACT
HI_0006,13,Kota,PROPN,NNP,dobj,kota,0,I-ACT
HI_0007,0,Brahmaputra,ADJ,JJ,amod,brahmaputra,1,B-LOC
HI_0007,1,flood,NOUN,NN,nmod,flood,0,I-LOC
